0.90933859	-0.9095332	0.909338597	-0.909533207
0.60607166	-0.606509533	0.606071665	-0.606509537
0.454328727	-0.455107167	0.454328731	-0.455107171
0.363166201	-0.364382514	0.363166204	-0.364382517
0.302269553	-0.304021043	0.302269555	-0.304021046
0.258646841	-0.261030813	0.258646843	-0.261030815
0.225802093	-0.228915854	0.225802095	-0.228915856
0.200126439	-0.204067292	0.200126441	-0.204067294
0.179454554	-0.184319804	0.179454555	-0.184319806
0.162408504	-0.168295457	0.162408506	-0.168295459
0.148069669	-0.15507563	0.14806967	-0.155075631
0.135802078	-0.144024351	0.135802079	-0.144024352
0.125151468	-0.134687359	0.125151469	-0.13468736
0.115784712	-0.126731526	0.115784713	-0.126731527
0.107451966	-0.119907008	0.107451967	-0.119907008
0.099962171	-0.114022745	0.099962172	-0.114022746
0.093166727	-0.108930139	0.093166728	-0.10893014
0.086948317	-0.104511872	0.086948318	-0.104511872
0.081213088	-0.100674091	0.081213089	-0.100674091
0.075885065	-0.09734082	0.075885065	-0.097340821
0.070902084	-0.094449897	0.070902085	-0.094449898
0.066212794	-0.09194997	0.066212795	-0.091949971
0.061774403	-0.089798246	0.061774403	-0.089798247
0.057550963	-0.08795878	0.057550964	-0.08795878
0.05351206	-0.086401154	0.053512061	-0.086401155
0.049631783	-0.08509946	0.049631784	-0.085099461
0.045887924	-0.084031489	0.045887925	-0.08403149
0.042261338	-0.083178096	0.042261339	-0.083178096
0.038735432	-0.082522688	0.038735432	-0.082522688
0.035295754	-0.082050813	0.035295755	-0.082050813
0.03192966	-0.081749827	0.031929661	-0.081749827
0.028626037	-0.081608617	0.028626038	-0.081608617
0.02537508	-0.081617378	0.025375081	-0.081617378
0.022168105	-0.081767426	0.022168106	-0.081767426
0.018997392	-0.082051041	0.018997393	-0.082051041
0.015856056	-0.082461338	0.015856057	-0.082461338
0.012737937	-0.082992157	0.012737938	-0.082992157
0.009637507	-0.083637969	0.009637508	-0.083637969
0.00654979	-0.0843938	0.00654979	-0.0843938
0.003470295	-0.085255158	0.003470296	-0.085255158
0.000394961	-0.086217982	0.000394961	-0.086217982
-0.002679898	-0.087278586	-0.002679898	-0.087278586
-0.005757631	-0.088433621	-0.00575763	-0.088433621
-0.00884129	-0.089680036	-0.008841289	-0.089680036
-0.011933661	-0.091015043	-0.01193366	-0.091015043
-0.015037294	-0.092436093	-0.015037293	-0.092436093
-0.018154525	-0.09394085	-0.018154524	-0.09394085
-0.021287501	-0.095527166	-0.021287501	-0.095527166
-0.024438197	-0.097193069	-0.024438196	-0.097193069
-0.027608432	-0.098936737	-0.027608431	-0.098936737
-0.030799885	-0.100756492	-0.030799884	-0.100756492
-0.03401411	-0.102650781	-0.034014109	-0.102650781
-0.037252543	-0.104618165	-0.037252543	-0.104618165
-0.04051652	-0.106657312	-0.040516519	-0.106657312
-0.043807277	-0.108766983	-0.043807276	-0.108766983
-0.047125965	-0.110946028	-0.047125964	-0.110946028
-0.050473657	-0.113193374	-0.050473656	-0.113193374
-0.053851352	-0.115508023	-0.053851351	-0.115508022
-0.057259982	-0.117889041	-0.057259981	-0.117889041
-0.060700418	-0.120335558	-0.060700417	-0.120335558
-0.064173476	-0.122846759	-0.064173475	-0.122846759
-0.067679918	-0.12542188	-0.067679917	-0.125421879
-0.071220461	-0.128060205	-0.07122046	-0.128060204
-0.074795777	-0.130761063	-0.074795776	-0.130761062
-0.078406495	-0.133523822	-0.078406494	-0.133523822
-0.08205321	-0.136347891	-0.082053209	-0.13634789
-0.08573648	-0.139232709	-0.085736479	-0.139232709
-0.089456831	-0.142177752	-0.08945683	-0.142177751
